id,quiz_session_id,quiz_id,article_id,user_id,score,word,pos_code,pos_label,detected_pos_code,detected_pos_label,is_number,normalized_number,guess_index,created_at,article_title
55,122,0dabae83-9f6b-4103-8a6f-e1782f088964,1e4d3c13-023a-43ca-88a2-6451c9a2f7cb,1,400,ten,4444,NUM,4444,NUM,1,10.00,32,1773571558949,"The government of Eswatini announced on Thursday it received four more “third country” deportees from the United States, as part of the Trump administration’s multimillion-dollar deal with the small African nation.Now a total of 19 deportees from the US have been sent to Eswatini even as they hail from other countries, amid the Trump administration’s continued anti-immigrant crackdown and changes to immigration policy.A system for monitoring people moved around by Immigration and Customs Enforce"
56,121,cbb4cf7a-94ba-4c8f-bb89-af09ad9ff4ff,497e3abe-e323-4589-9d3f-f9ff48c08f68,1,100,the,2222,FUNCTION,2222,FUNCTION,0,,0,1773531452602,"Scrunched between luxury apartment buildings and a lush gated community, the neighborhood of Santa Lucía Reacomodo in Mexico City is a working-class pocket of real estate. Electrical wires tangle above cinder-block houses, stray cats slink down narrow streets, debris piles up on the pavement.María del Socorro Corona, 79, arrived here decades ago, back when it was just a cactus-covered hillside. The two-bedroom turquoise house she built with her now-deceased husband is crammed with bags of clothe"
57,121,cbb4cf7a-94ba-4c8f-bb89-af09ad9ff4ff,497e3abe-e323-4589-9d3f-f9ff48c08f68,1,100,q,2222,FUNCTION,2222,FUNCTION,0,,1,1773531452602,"Scrunched between luxury apartment buildings and a lush gated community, the neighborhood of Santa Lucía Reacomodo in Mexico City is a working-class pocket of real estate. Electrical wires tangle above cinder-block houses, stray cats slink down narrow streets, debris piles up on the pavement.María del Socorro Corona, 79, arrived here decades ago, back when it was just a cactus-covered hillside. The two-bedroom turquoise house she built with her now-deceased husband is crammed with bags of clothe"
58,121,cbb4cf7a-94ba-4c8f-bb89-af09ad9ff4ff,497e3abe-e323-4589-9d3f-f9ff48c08f68,1,100,a,2222,FUNCTION,2222,FUNCTION,0,,2,1773531452602,"Scrunched between luxury apartment buildings and a lush gated community, the neighborhood of Santa Lucía Reacomodo in Mexico City is a working-class pocket of real estate. Electrical wires tangle above cinder-block houses, stray cats slink down narrow streets, debris piles up on the pavement.María del Socorro Corona, 79, arrived here decades ago, back when it was just a cactus-covered hillside. The two-bedroom turquoise house she built with her now-deceased husband is crammed with bags of clothe"
59,121,cbb4cf7a-94ba-4c8f-bb89-af09ad9ff4ff,497e3abe-e323-4589-9d3f-f9ff48c08f68,1,100,this,2222,FUNCTION,2222,FUNCTION,0,,3,1773531452602,"Scrunched between luxury apartment buildings and a lush gated community, the neighborhood of Santa Lucía Reacomodo in Mexico City is a working-class pocket of real estate. Electrical wires tangle above cinder-block houses, stray cats slink down narrow streets, debris piles up on the pavement.María del Socorro Corona, 79, arrived here decades ago, back when it was just a cactus-covered hillside. The two-bedroom turquoise house she built with her now-deceased husband is crammed with bags of clothe"
60,121,cbb4cf7a-94ba-4c8f-bb89-af09ad9ff4ff,497e3abe-e323-4589-9d3f-f9ff48c08f68,1,100,that,2222,FUNCTION,2222,FUNCTION,0,,4,1773531452602,"Scrunched between luxury apartment buildings and a lush gated community, the neighborhood of Santa Lucía Reacomodo in Mexico City is a working-class pocket of real estate. Electrical wires tangle above cinder-block houses, stray cats slink down narrow streets, debris piles up on the pavement.María del Socorro Corona, 79, arrived here decades ago, back when it was just a cactus-covered hillside. The two-bedroom turquoise house she built with her now-deceased husband is crammed with bags of clothe"
61,121,cbb4cf7a-94ba-4c8f-bb89-af09ad9ff4ff,497e3abe-e323-4589-9d3f-f9ff48c08f68,1,100,my,2222,FUNCTION,2222,FUNCTION,0,,5,1773531452602,"Scrunched between luxury apartment buildings and a lush gated community, the neighborhood of Santa Lucía Reacomodo in Mexico City is a working-class pocket of real estate. Electrical wires tangle above cinder-block houses, stray cats slink down narrow streets, debris piles up on the pavement.María del Socorro Corona, 79, arrived here decades ago, back when it was just a cactus-covered hillside. The two-bedroom turquoise house she built with her now-deceased husband is crammed with bags of clothe"
62,121,cbb4cf7a-94ba-4c8f-bb89-af09ad9ff4ff,497e3abe-e323-4589-9d3f-f9ff48c08f68,1,100,personal,1111,ADJ,1111,ADJ,0,,6,1773531452602,"Scrunched between luxury apartment buildings and a lush gated community, the neighborhood of Santa Lucía Reacomodo in Mexico City is a working-class pocket of real estate. Electrical wires tangle above cinder-block houses, stray cats slink down narrow streets, debris piles up on the pavement.María del Socorro Corona, 79, arrived here decades ago, back when it was just a cactus-covered hillside. The two-bedroom turquoise house she built with her now-deceased husband is crammed with bags of clothe"
63,121,cbb4cf7a-94ba-4c8f-bb89-af09ad9ff4ff,497e3abe-e323-4589-9d3f-f9ff48c08f68,1,100,individuql,1111,ADJ,1111,ADJ,0,,7,1773531452602,"Scrunched between luxury apartment buildings and a lush gated community, the neighborhood of Santa Lucía Reacomodo in Mexico City is a working-class pocket of real estate. Electrical wires tangle above cinder-block houses, stray cats slink down narrow streets, debris piles up on the pavement.María del Socorro Corona, 79, arrived here decades ago, back when it was just a cactus-covered hillside. The two-bedroom turquoise house she built with her now-deceased husband is crammed with bags of clothe"
64,121,cbb4cf7a-94ba-4c8f-bb89-af09ad9ff4ff,497e3abe-e323-4589-9d3f-f9ff48c08f68,1,100,individual,1111,ADJ,1111,ADJ,0,,8,1773531452602,"Scrunched between luxury apartment buildings and a lush gated community, the neighborhood of Santa Lucía Reacomodo in Mexico City is a working-class pocket of real estate. Electrical wires tangle above cinder-block houses, stray cats slink down narrow streets, debris piles up on the pavement.María del Socorro Corona, 79, arrived here decades ago, back when it was just a cactus-covered hillside. The two-bedroom turquoise house she built with her now-deceased husband is crammed with bags of clothe"
65,121,cbb4cf7a-94ba-4c8f-bb89-af09ad9ff4ff,497e3abe-e323-4589-9d3f-f9ff48c08f68,1,100,private,1111,ADJ,1111,ADJ,0,,9,1773531452602,"Scrunched between luxury apartment buildings and a lush gated community, the neighborhood of Santa Lucía Reacomodo in Mexico City is a working-class pocket of real estate. Electrical wires tangle above cinder-block houses, stray cats slink down narrow streets, debris piles up on the pavement.María del Socorro Corona, 79, arrived here decades ago, back when it was just a cactus-covered hillside. The two-bedroom turquoise house she built with her now-deceased husband is crammed with bags of clothe"
66,121,cbb4cf7a-94ba-4c8f-bb89-af09ad9ff4ff,497e3abe-e323-4589-9d3f-f9ff48c08f68,1,100,personql,1111,ADJ,1111,ADJ,0,,10,1773531452602,"Scrunched between luxury apartment buildings and a lush gated community, the neighborhood of Santa Lucía Reacomodo in Mexico City is a working-class pocket of real estate. Electrical wires tangle above cinder-block houses, stray cats slink down narrow streets, debris piles up on the pavement.María del Socorro Corona, 79, arrived here decades ago, back when it was just a cactus-covered hillside. The two-bedroom turquoise house she built with her now-deceased husband is crammed with bags of clothe"
67,121,cbb4cf7a-94ba-4c8f-bb89-af09ad9ff4ff,497e3abe-e323-4589-9d3f-f9ff48c08f68,1,100,human,1111,ADJ,1111,ADJ,0,,11,1773531452602,"Scrunched between luxury apartment buildings and a lush gated community, the neighborhood of Santa Lucía Reacomodo in Mexico City is a working-class pocket of real estate. Electrical wires tangle above cinder-block houses, stray cats slink down narrow streets, debris piles up on the pavement.María del Socorro Corona, 79, arrived here decades ago, back when it was just a cactus-covered hillside. The two-bedroom turquoise house she built with her now-deceased husband is crammed with bags of clothe"
68,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,ben,1111,ADJ,1111,ADJ,0,,0,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
69,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,bomb,1111,ADJ,1111,ADJ,0,,1,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
70,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,missile,1111,ADJ,1111,ADJ,0,,2,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
71,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,killed,6666,VERB,6666,VERB,0,,3,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
72,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,injured,6666,VERB,6666,VERB,0,,4,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
73,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,head,3333,NOUN,3333,NOUN,0,,5,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
74,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,director,3333,NOUN,3333,NOUN,0,,6,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
75,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,the\,5555,PROPN,5555,PROPN,0,,7,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
76,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,the,5555,PROPN,5555,PROPN,0,,8,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
77,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,nile,5555,PROPN,5555,PROPN,0,,9,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
78,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,kiro,5555,PROPN,5555,PROPN,0,,10,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
79,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,10,4444,NUM,4444,NUM,1,10.00,11,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
80,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,20,4444,NUM,4444,NUM,1,20.00,12,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
81,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,5,4444,NUM,4444,NUM,1,5.00,13,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
82,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,1,4444,NUM,4444,NUM,1,1.00,14,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
83,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,2,4444,NUM,4444,NUM,1,2.00,15,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
84,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,3,4444,NUM,4444,NUM,1,3.00,16,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
85,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,4,4444,NUM,4444,NUM,1,4.00,17,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
86,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,6,4444,NUM,4444,NUM,1,6.00,18,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
87,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,the,2222,FUNCTION,2222,FUNCTION,0,,19,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
88,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,a,2222,FUNCTION,2222,FUNCTION,0,,20,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
89,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,south,2222,FUNCTION,2222,FUNCTION,0,,21,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
90,120,2420e6e0-5e2f-4dab-998c-a50b382c89cf,431196bf-f27c-4bef-b590-f321d447c318,1,100,north,2222,FUNCTION,2222,FUNCTION,0,,22,1773531053463,"At least 17 people, most of them schoolgirls, were killed on Wednesday when an explosive-laden drone blamed on Sudan’s paramilitary Rapid Support Forces struck a secondary school and a health care centre.At least 10 people were wounded in the strike in the village of Shukeiri in the White Nile province, according to Dr Musa al-Majeri, director of Douiem hospital, the nearest major medical facility to the village.Al-Majeri said three girls suffered serious injuries; two of them underwent surgerie"
91,119,a82dddae-3233-4e1e-852b-39f835cc9f29,48edfcb9-e027-4512-a57d-55600c6efce4,1,100,most,1111,ADJ,1111,ADJ,0,,0,1773530897096,"Sebastián Marset, an alleged Uruguayan drug trafficker and one of South America’s most wanted criminals, has been arrested in Bolivia.Marset, 34, is accused of trafficking tonnes of cocaine from South America to Europe, and also of having ordered the murder of a Paraguayan prosecutor who was shot dead as he honeymooned on a Colombian beach in 2022.Marset was also wanted by Washington for allegedly laundering money through US banks, and Bolivia’s interior minister, Marco Antonio Oviedo, said on F"
92,119,a82dddae-3233-4e1e-852b-39f835cc9f29,48edfcb9-e027-4512-a57d-55600c6efce4,1,100,any,1111,ADJ,1111,ADJ,0,,1,1773530897096,"Sebastián Marset, an alleged Uruguayan drug trafficker and one of South America’s most wanted criminals, has been arrested in Bolivia.Marset, 34, is accused of trafficking tonnes of cocaine from South America to Europe, and also of having ordered the murder of a Paraguayan prosecutor who was shot dead as he honeymooned on a Colombian beach in 2022.Marset was also wanted by Washington for allegedly laundering money through US banks, and Bolivia’s interior minister, Marco Antonio Oviedo, said on F"
93,119,a82dddae-3233-4e1e-852b-39f835cc9f29,48edfcb9-e027-4512-a57d-55600c6efce4,1,100,the,1111,ADJ,1111,ADJ,0,,2,1773530897096,"Sebastián Marset, an alleged Uruguayan drug trafficker and one of South America’s most wanted criminals, has been arrested in Bolivia.Marset, 34, is accused of trafficking tonnes of cocaine from South America to Europe, and also of having ordered the murder of a Paraguayan prosecutor who was shot dead as he honeymooned on a Colombian beach in 2022.Marset was also wanted by Washington for allegedly laundering money through US banks, and Bolivia’s interior minister, Marco Antonio Oviedo, said on F"
94,119,a82dddae-3233-4e1e-852b-39f835cc9f29,48edfcb9-e027-4512-a57d-55600c6efce4,1,100,several,1111,ADJ,1111,ADJ,0,,3,1773530897096,"Sebastián Marset, an alleged Uruguayan drug trafficker and one of South America’s most wanted criminals, has been arrested in Bolivia.Marset, 34, is accused of trafficking tonnes of cocaine from South America to Europe, and also of having ordered the murder of a Paraguayan prosecutor who was shot dead as he honeymooned on a Colombian beach in 2022.Marset was also wanted by Washington for allegedly laundering money through US banks, and Bolivia’s interior minister, Marco Antonio Oviedo, said on F"
95,119,a82dddae-3233-4e1e-852b-39f835cc9f29,48edfcb9-e027-4512-a57d-55600c6efce4,1,100,to,2222,FUNCTION,2222,FUNCTION,0,,4,1773530897096,"Sebastián Marset, an alleged Uruguayan drug trafficker and one of South America’s most wanted criminals, has been arrested in Bolivia.Marset, 34, is accused of trafficking tonnes of cocaine from South America to Europe, and also of having ordered the murder of a Paraguayan prosecutor who was shot dead as he honeymooned on a Colombian beach in 2022.Marset was also wanted by Washington for allegedly laundering money through US banks, and Bolivia’s interior minister, Marco Antonio Oviedo, said on F"
96,119,a82dddae-3233-4e1e-852b-39f835cc9f29,48edfcb9-e027-4512-a57d-55600c6efce4,1,100,10,4444,NUM,4444,NUM,1,10.00,5,1773530897096,"Sebastián Marset, an alleged Uruguayan drug trafficker and one of South America’s most wanted criminals, has been arrested in Bolivia.Marset, 34, is accused of trafficking tonnes of cocaine from South America to Europe, and also of having ordered the murder of a Paraguayan prosecutor who was shot dead as he honeymooned on a Colombian beach in 2022.Marset was also wanted by Washington for allegedly laundering money through US banks, and Bolivia’s interior minister, Marco Antonio Oviedo, said on F"
97,119,a82dddae-3233-4e1e-852b-39f835cc9f29,48edfcb9-e027-4512-a57d-55600c6efce4,1,100,20,4444,NUM,4444,NUM,1,20.00,6,1773530897096,"Sebastián Marset, an alleged Uruguayan drug trafficker and one of South America’s most wanted criminals, has been arrested in Bolivia.Marset, 34, is accused of trafficking tonnes of cocaine from South America to Europe, and also of having ordered the murder of a Paraguayan prosecutor who was shot dead as he honeymooned on a Colombian beach in 2022.Marset was also wanted by Washington for allegedly laundering money through US banks, and Bolivia’s interior minister, Marco Antonio Oviedo, said on F"
98,119,a82dddae-3233-4e1e-852b-39f835cc9f29,48edfcb9-e027-4512-a57d-55600c6efce4,1,100,month,3333,NOUN,3333,NOUN,0,,7,1773530897096,"Sebastián Marset, an alleged Uruguayan drug trafficker and one of South America’s most wanted criminals, has been arrested in Bolivia.Marset, 34, is accused of trafficking tonnes of cocaine from South America to Europe, and also of having ordered the murder of a Paraguayan prosecutor who was shot dead as he honeymooned on a Colombian beach in 2022.Marset was also wanted by Washington for allegedly laundering money through US banks, and Bolivia’s interior minister, Marco Antonio Oviedo, said on F"
99,119,a82dddae-3233-4e1e-852b-39f835cc9f29,48edfcb9-e027-4512-a57d-55600c6efce4,1,100,year,3333,NOUN,3333,NOUN,0,,8,1773530897096,"Sebastián Marset, an alleged Uruguayan drug trafficker and one of South America’s most wanted criminals, has been arrested in Bolivia.Marset, 34, is accused of trafficking tonnes of cocaine from South America to Europe, and also of having ordered the murder of a Paraguayan prosecutor who was shot dead as he honeymooned on a Colombian beach in 2022.Marset was also wanted by Washington for allegedly laundering money through US banks, and Bolivia’s interior minister, Marco Antonio Oviedo, said on F"
100,119,a82dddae-3233-4e1e-852b-39f835cc9f29,48edfcb9-e027-4512-a57d-55600c6efce4,1,100,day,3333,NOUN,3333,NOUN,0,,9,1773530897096,"Sebastián Marset, an alleged Uruguayan drug trafficker and one of South America’s most wanted criminals, has been arrested in Bolivia.Marset, 34, is accused of trafficking tonnes of cocaine from South America to Europe, and also of having ordered the murder of a Paraguayan prosecutor who was shot dead as he honeymooned on a Colombian beach in 2022.Marset was also wanted by Washington for allegedly laundering money through US banks, and Bolivia’s interior minister, Marco Antonio Oviedo, said on F"
101,119,a82dddae-3233-4e1e-852b-39f835cc9f29,48edfcb9-e027-4512-a57d-55600c6efce4,1,100,week,3333,NOUN,3333,NOUN,0,,10,1773530897096,"Sebastián Marset, an alleged Uruguayan drug trafficker and one of South America’s most wanted criminals, has been arrested in Bolivia.Marset, 34, is accused of trafficking tonnes of cocaine from South America to Europe, and also of having ordered the murder of a Paraguayan prosecutor who was shot dead as he honeymooned on a Colombian beach in 2022.Marset was also wanted by Washington for allegedly laundering money through US banks, and Bolivia’s interior minister, Marco Antonio Oviedo, said on F"
102,119,a82dddae-3233-4e1e-852b-39f835cc9f29,48edfcb9-e027-4512-a57d-55600c6efce4,1,100,time,3333,NOUN,3333,NOUN,0,,11,1773530897096,"Sebastián Marset, an alleged Uruguayan drug trafficker and one of South America’s most wanted criminals, has been arrested in Bolivia.Marset, 34, is accused of trafficking tonnes of cocaine from South America to Europe, and also of having ordered the murder of a Paraguayan prosecutor who was shot dead as he honeymooned on a Colombian beach in 2022.Marset was also wanted by Washington for allegedly laundering money through US banks, and Bolivia’s interior minister, Marco Antonio Oviedo, said on F"
103,119,a82dddae-3233-4e1e-852b-39f835cc9f29,48edfcb9-e027-4512-a57d-55600c6efce4,1,100,period,3333,NOUN,3333,NOUN,0,,12,1773530897096,"Sebastián Marset, an alleged Uruguayan drug trafficker and one of South America’s most wanted criminals, has been arrested in Bolivia.Marset, 34, is accused of trafficking tonnes of cocaine from South America to Europe, and also of having ordered the murder of a Paraguayan prosecutor who was shot dead as he honeymooned on a Colombian beach in 2022.Marset was also wanted by Washington for allegedly laundering money through US banks, and Bolivia’s interior minister, Marco Antonio Oviedo, said on F"
104,119,a82dddae-3233-4e1e-852b-39f835cc9f29,48edfcb9-e027-4512-a57d-55600c6efce4,1,100,fuel,3333,NOUN,3333,NOUN,0,,13,1773530897096,"Sebastián Marset, an alleged Uruguayan drug trafficker and one of South America’s most wanted criminals, has been arrested in Bolivia.Marset, 34, is accused of trafficking tonnes of cocaine from South America to Europe, and also of having ordered the murder of a Paraguayan prosecutor who was shot dead as he honeymooned on a Colombian beach in 2022.Marset was also wanted by Washington for allegedly laundering money through US banks, and Bolivia’s interior minister, Marco Antonio Oviedo, said on F"
105,119,a82dddae-3233-4e1e-852b-39f835cc9f29,48edfcb9-e027-4512-a57d-55600c6efce4,1,100,mining,6666,VERB,6666,VERB,0,,14,1773530897096,"Sebastián Marset, an alleged Uruguayan drug trafficker and one of South America’s most wanted criminals, has been arrested in Bolivia.Marset, 34, is accused of trafficking tonnes of cocaine from South America to Europe, and also of having ordered the murder of a Paraguayan prosecutor who was shot dead as he honeymooned on a Colombian beach in 2022.Marset was also wanted by Washington for allegedly laundering money through US banks, and Bolivia’s interior minister, Marco Antonio Oviedo, said on F"
